# gnuplot data for packet timing
# ts	local_ts	difference
1383087280484	1383087280847	363
1383087280494	1383087280857	363
1383087280504	1383087280867	363
1383087280514	1383087280877	363
1383087280524	1383087280887	363
1383087280534	1383087280897	363
1383087280544	1383087280907	363
1383087280554	1383087280917	363
1383087280564	1383087280927	363
1383087280574	1383087280937	363
1383087280584	1383087280947	363
1383087280594	1383087280957	363
1383087280604	1383087280967	363
1383087280614	1383087280977	363
1383087280624	1383087280987	363
1383087280634	1383087280997	363
1383087280644	1383087281007	363
1383087280654	1383087281017	363
1383087280664	1383087281027	363
1383087280674	1383087281037	363
1383087280684	1383087281047	363
1383087280694	1383087281057	363
1383087280704	1383087281067	363
1383087280714	1383087281077	363
1383087280724	1383087281087	363
1383087280734	1383087281097	363
1383087280744	1383087281107	363
1383087280754	1383087281117	363
1383087280764	1383087281127	363
1383087280774	1383087281137	363
1383087280784	1383087281147	363
1383087280794	1383087281157	363
1383087280804	1383087281167	363
1383087280814	1383087281177	363
1383087280824	1383087281187	363
1383087280834	1383087281197	363
1383087280844	1383087281207	363
1383087280854	1383087281217	363
1383087280864	1383087281227	363
1383087280874	1383087281237	363
1383087280884	1383087281247	363
1383087280894	1383087281257	363
1383087280904	1383087281267	363
1383087280914	1383087281277	363
1383087280924	1383087281287	363
1383087280934	1383087281297	363
1383087280944	1383087281307	363
1383087280954	1383087281317	363
1383087280964	1383087281327	363
1383087280974	1383087281337	363
1383087280984	1383087281347	363
1383087280994	1383087281357	363
1383087281004	1383087281367	363
1383087281014	1383087281377	363
1383087281024	1383087281387	363
1383087281034	1383087281397	363
1383087281044	1383087281407	363
1383087281054	1383087281417	363
1383087281064	1383087281427	363
1383087281074	1383087281437	363
1383087281084	1383087281447	363
1383087281094	1383087281457	363
1383087281104	1383087281467	363
1383087281114	1383087281477	363
1383087281124	1383087281487	363
1383087281134	1383087281497	363
1383087281144	1383087281507	363
1383087281154	1383087281517	363
1383087281164	1383087281527	363
1383087281174	1383087281537	363
1383087281184	1383087281547	363
1383087281194	1383087281557	363
1383087281204	1383087281567	363
1383087281214	1383087281577	363
1383087281224	1383087281587	363
1383087281234	1383087281597	363
1383087281244	1383087281607	363
1383087281254	1383087281617	363
1383087281264	1383087281627	363
1383087281274	1383087281637	363
1383087281284	1383087281647	363
1383087281294	1383087281657	363
1383087281304	1383087281667	363
1383087281314	1383087281677	363
1383087281324	1383087281687	363
1383087281334	1383087281697	363
1383087281344	1383087281707	363
1383087281354	1383087281717	363
1383087281364	1383087281727	363
1383087281374	1383087281737	363
1383087281384	1383087281747	363
1383087281394	1383087281757	363
1383087281404	1383087281767	363
1383087281414	1383087281777	363
1383087281424	1383087281787	363
1383087281434	1383087281797	363
1383087281444	1383087281807	363
1383087281454	1383087281817	363
1383087281464	1383087281827	363
1383087281474	1383087281837	363
1383087281484	1383087281847	363
1383087281494	1383087281857	363
1383087281504	1383087281867	363
1383087281514	1383087281877	363
1383087281524	1383087281887	363
