# gnuplot data for packet timing
# ts	local_ts	difference
1383126875024	1383126875171	147
1383126875034	1383126875175	141
1383126875044	1383126875180	136
1383126875058	1383126875217	159
1383126875064	1383126875222	158
1383126875074	1383126875245	171
1383126875084	1383126875268	184
1383126875094	1383126875273	179
1383126875107	1383126875291	184
1383126875114	1383126875318	204
1383126875124	1383126875324	200
1383126875134	1383126875340	206
1383126875155	1383126875362	207
1383126875166	1383126875367	201
1383126875176	1383126875385	209
1383126875186	1383126875411	225
1383126875204	1383126875417	213
1383126875206	1383126875434	228
1383126875216	1383126875460	244
1383126875226	1383126875463	237
1383126875237	1383126875482	245
1383126875249	1383126875507	258
1383126875256	1383126875512	256
1383126875267	1383126875529	262
1383126875276	1383126875554	278
1383126875300	1383126875558	258
1383126875312	1383126875578	266
1383126875322	1383126875610	288
1383126875332	1383126875628	296
1383126875345	1383126875637	292
1383126875352	1383126875654	302
1383126875362	1383126875659	297
1383126875372	1383126875678	306
1383126875395	1383126875682	287
1383126875407	1383126875688	281
1383126875417	1383126875705	288
1383126875427	1383126875724	297
1383126875443	1383126875727	284
1383126875447	1383126875733	286
1383126875457	1383126875749	292
1383126875467	1383126875754	287
1383126875477	1383126875772	295
1383126875501	1383126875778	277
1383126875511	1383126875785	274
1383126875522	1383126875799	277
1383126875539	1383126875816	277
1383126875541	1383126875822	281
1383126875551	1383126875827	276
1383126875562	1383126875844	282
1383126875572	1383126875861	289
1383126875593	1383126875868	275
1383126875605	1383126875875	270
1383126875615	1383126875892	277
1383126875625	1383126875896	271
1383126875639	1383126875914	275
1383126875645	1383126875919	274
1383126875655	1383126875925	270
1383126875665	1383126875940	275
1383126875687	1383126875958	271
1383126875699	1383126875965	266
1383126875709	1383126875970	261
1383126875719	1383126875985	266
1383126875733	1383126875991	258
1383126875739	1383126876020	281
1383126875749	1383126876026	277
1383126875759	1383126876035	276
1383126875769	1383126876052	283
1383126875791	1383126876059	268
1383126875801	1383126876065	264
1383126875811	1383126876081	270
1383126875828	1383126876106	278
1383126875831	1383126876113	282
1383126875841	1383126876134	293
1383126875851	1383126876139	288
1383126875861	1383126876157	296
1383126875876	1383126876163	287
1383126875881	1383126876181	300
1383126875891	1383126876200	309
1383126875901	1383126876206	305
1383126875911	1383126876211	300
1383126875934	1383126876228	294
1383126875944	1383126876233	289
1383126875954	1383126876251	297
1383126875970	1383126876257	287
1383126875974	1383126876271	297
1383126875984	1383126876276	292
1383126875994	1383126876282	288
1383126876004	1383126876299	295
1383126876017	1383126876303	286
1383126876024	1383126876324	300
1383126876034	1383126876341	307
1383126876044	1383126876347	303
1383126876064	1383126876353	289
1383126876077	1383126876369	292
1383126876086	1383126876375	289
1383126876097	1383126876395	298
1383126876115	1383126876400	285
1383126876117	1383126876415	298
1383126876127	1383126876421	294
1383126876137	1383126876440	303
1383126876147	1383126876444	297
1383126876163	1383126876461	298
1383126876167	1383126876466	299
1383126876177	1383126876482	305
1383126876187	1383126876489	302
1383126876197	1383126876541	344
1383126876210	1383126876557	347
1383126876217	1383126876567	350
1383126876227	1383126876585	358
1383126876236	1383126876608	372
1383126876256	1383126876614	358
1383126876268	1383126876632	364
1383126876278	1383126876637	359
1383126876288	1383126876653	365
1383126876305	1383126876660	355
1383126876308	1383126876678	370
1383126876318	1383126876684	366
1383126876328	1383126876702	374
1383126876338	1383126876708	370
1383126876352	1383126876725	373
1383126876358	1383126876729	371
